player_match_id,match_no,team,squad_no,player_name,position_group,offering_summary_v01,offering_summary_v02,offering_summary_v03,offering_made,offering_received,offering_made_received_pct,dist_v01,dist_v02,dist_v03,dist_v04,dist_v05,dist_v06,dist_v07,passes_attempted,passes_completed,pass_completion_pct,dist_v08,dist_v09,dist_v10,dist_v11,dist_v12,offers_v01,offers_v02,offers_v03,total_offers,offers_received,offers_v04,offers_v05,offers_v06,offers_v07,offers_v08,oop_v01,oop_v02,oop_v03,oop_v04,oop_v05,oop_v06,oop_v07,oop_v08,oop_v09,oop_v10,oop_v11,oop_v12,oop_v13,physical_v01,physical_v02,physical_v03,physical_v04,physical_v05,physical_v06,physical_v07,physical_v08,total_distance_m,zone1_0_7_m,zone2_7_15_m,zone3_15_20_m,zone4_20_25_m,zone5_25_plus_m,high_speed_runs_zone3,sprints_zone4_5,top_speed_kmh,physical_v09,oop_v14,dist_v13,dist_v14,offering_summary_v04,offering_summary_v05,offering_summary_v06,offering_summary_v07,dist_v15,dist_v16,dist_v17,dist_v18,dist_v19,dist_v20,dist_v21,dist_v22,offers_v09,offers_v10,offers_v11,offers_v12,offers_v13,offers_v14,oop_v15,oop_v16,oop_v17,oop_v18,oop_v19,oop_v20,oop_v21,physical_v10,physical_v11,physical_v12,physical_v13,physical_v14,physical_v15,physical_v16,physical_v17,physical_v18,physical_v19,dist_v23,dist_v24,dist_v25,dist_v26,dist_v27,dist_v28,dist_v29,dist_v30,dist_v31,dist_v32,dist_v33,dist_v34,dist_v35,dist_v36,dist_v37,dist_v38,dist_v39,dist_v40,dist_v41,dist_v42,dist_v43,dist_v44,dist_v45,dist_v46,dist_v47,dist_v48,dist_v49,dist_v50,dist_v51,dist_v52,dist_v53,dist_v54,dist_v55,dist_v56,dist_v57,dist_v58,dist_v59,dist_v60,dist_v61,dist_v62,dist_v63,dist_v64,dist_v65,dist_v66,dist_v67,dist_v68,dist_v69,dist_v70,dist_v71,dist_v72,dist_v73,dist_v74,dist_v75,dist_v76,dist_v77,dist_v78,dist_v79,dist_v80,dist_v81,dist_v82,dist_v83,dist_v84,dist_v85,dist_v86,dist_v87,dist_v88,dist_v89,dist_v90,dist_v91,dist_v92,dist_v93,dist_v94,dist_v95,dist_v96,dist_v97,dist_v98,dist_v99,dist_v100,dist_v101,offers_v15,offers_v16,offers_v17,offers_v18,offers_v19,offers_v20,offers_v21,offers_v22,offers_v23,offers_v24,offers_v25,offers_v26,offers_v27,offers_v28,offers_v29,offers_v30,offers_v31,offers_v32,offers_v33,offers_v34,offers_v35,offers_v36,offers_v37,offers_v38,offers_v39,offers_v40,offers_v41,offers_v42,offers_v43,offers_v44,offers_v45,offers_v46,offers_v47,offers_v48,offers_v49,offers_v50,offers_v51,oop_v22,oop_v23,oop_v24,oop_v25,oop_v26,oop_v27,oop_v28,oop_v29,oop_v30,oop_v31,oop_v32,oop_v33,oop_v34,oop_v35,oop_v36,oop_v37,oop_v38,oop_v39,oop_v40,oop_v41,oop_v42,oop_v43,oop_v44,oop_v45,oop_v46,oop_v47,oop_v48,oop_v49,oop_v50,oop_v51,oop_v52,oop_v53,oop_v54,oop_v55,oop_v56,oop_v57,oop_v58,oop_v59,oop_v60,oop_v61,oop_v62,oop_v63,oop_v64,oop_v65,oop_v66,oop_v67,oop_v68,oop_v69,oop_v70,oop_v71,oop_v72,oop_v73,oop_v74,oop_v75,oop_v76,oop_v77,dist_v102,dist_v103,dist_v104
M009_ecuador_23,9,Ecuador,23,Moises CAICEDO,MF,62.0,28.0,45.2%,62.0,28.0,45.2,58.0,52.0,90%,4.0,2.0,20,17,58.0,52.0,90.0,85%,1,1.0,1.0,,62.0,31.0,23.0,62.0,28.0,1.0,3.0,3.0,1.0,28.0,5 / 2,2.0,2.0,10.0,17.0,1,1.0,2.0,3,31,6,8.0,4,10816.5,3838.6,4720.6,1609.4,482.2,165.6,129.0,34.0,10816.5,3838.6,4720.6,1609.4,482.2,165.6,129.0,34.0,30.5,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M009_ecuador_25,9,Ecuador,25,Jackson POROZO,DF,0.0,0.0,0%,0.0,0.0,0.0,12.0,12.0,100%,,,,,12.0,12.0,100.0,,,,,,,,,,,,,,,,2,4.0,1.0,,,,,,,,,,,3226.4,1345.1,1344.2,306.6,136.5,94.0,28.0,13.0,3226.4,1345.1,1344.2,306.6,136.5,94.0,28.0,13.0,32.7,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M010_curacao_01,10,Curaçao,1,Eloy ROOM,GK,2.0,2.0,100%,2.0,2.0,100.0,35.0,20.0,57%,16.0,4.0,25%,,35.0,20.0,57.0,,,,,,2.0,2.0,2.0,2.0,2.0,,,,,,1,7.0,,,,,,,,,,,,5089.7,4356.2,647.6,81.6,4.2,7.0,22.0,,5089.7,4356.2,647.6,81.6,4.2,7.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M010_curacao_05,10,Curaçao,5,Sherel FLORANUS,DF,21.0,3.0,14.3%,21.0,3.0,14.3,35.0,30.0,86%,9.0,5.0,56%,,35.0,30.0,86.0,,,,,,21.0,2.0,2.0,21.0,3.0,8.0,9.0,3.0,,,3 / 0,2.0,7.0,35.0,1.0,4,4.0,38.0,22,6,,,,10463.9,3532.4,4523.6,1497.9,631.5,278.5,119.0,50.0,10463.9,3532.4,4523.6,1497.9,631.5,278.5,119.0,50.0,33.3,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M010_curacao_07,10,Curaçao,7,Juninho BACUNA,MF,13.0,5.0,38.5%,13.0,5.0,38.5,35.0,29.0,83%,1.0,16.0,13,81%,35.0,29.0,83.0,10,8,2.0,1.0,,13.0,3.0,5.0,13.0,5.0,3.0,2.0,5.0,,,3 / 0,8.0,2.0,3.0,49.0,1,1.0,10.0,38,18,5,6.0,,10064.9,4091.4,3907.7,1331.7,553.3,180.8,109.0,49.0,10064.9,4091.4,3907.7,1331.7,553.3,180.8,109.0,49.0,30.7,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M010_curacao_08,10,Curaçao,8,Livano COMENENCIA,MF,40.0,11.0,27.5%,40.0,11.0,27.5,27.0,20.0,74%,1.0,1.0,8,4,27.0,20.0,74.0,50%,2,2.0,2.0,1,40.0,14.0,12.0,40.0,11.0,2.0,4.0,3.0,5.0,11.0,1 / 1,12.0,3.0,9.0,29.0,1,1.0,1.0,8,52,18,12.0,4,10853.1,4044.7,4575.1,1464.5,578.7,190.0,124.0,47.0,10853.1,4044.7,4575.1,1464.5,578.7,190.0,124.0,47.0,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M010_curacao_09,10,Curaçao,9,Juergen LOCADIA,FW,22.0,7.0,31.8%,22.0,7.0,31.8,15.0,13.0,87%,1.0,2.0,2,,15.0,13.0,87.0,,,,,,22.0,1.0,1.0,22.0,7.0,20.0,7.0,,,,3,2.0,23.0,3.0,14.0,9,1.0,,,,,,,6563.1,2595.5,2780.7,754.6,306.7,125.5,72.0,28.0,6563.1,2595.5,2780.7,754.6,306.7,125.5,72.0,28.0,32.6,32.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M010_curacao_10,10,Curaçao,10,Leandro BACUNA,MF,20.0,10.0,50%,20.0,10.0,50.0,56.0,48.0,86%,1.0,1.0,14,9,56.0,48.0,86.0,64%,2,2.0,2.0,,20.0,6.0,8.0,20.0,10.0,2.0,4.0,10.0,,,7 / 3,3.0,2.0,7.0,23.0,2,2.0,2.0,4,48,14,10.0,4,9305.0,3789.1,4149.8,913.3,338.5,114.2,82.0,26.0,9305.0,3789.1,4149.8,913.3,338.5,114.2,82.0,26.0,31.8,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M010_curacao_11,10,Curaçao,11,Jeremy ANTONISSE,FW,23.0,5.0,21.7%,23.0,5.0,21.7,22.0,17.0,77%,2.0,1.0,7,4,22.0,17.0,77.0,57%,1,1.0,,,23.0,7.0,4.0,23.0,5.0,2.0,8.0,2.0,5.0,,2 / 1,1.0,2.0,24.0,1.0,2,24.0,12.0,1,1,,,,6143.9,1691.7,2806.8,1077.1,375.9,192.4,89.0,30.0,6143.9,1691.7,2806.8,1077.1,375.9,192.4,89.0,30.0,31.3,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M010_curacao_12,10,Curaçao,12,Sontje HANSEN,FW,21.0,1.0,4.8%,21.0,1.0,4.8,6.0,5.0,83%,1.0,1.0,1,1,6.0,5.0,83.0,,,,,,21.0,6.0,1.0,21.0,1.0,13.0,1.0,1.0,,,2 / 1,1.0,30.0,1.0,2.0,4,15.0,13.0,2,1,,,,4910.8,1974.0,1828.5,613.8,358.0,136.4,59.0,26.0,4910.8,1974.0,1828.5,613.8,358.0,136.4,59.0,26.0,33.1,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M010_curacao_16,10,Curaçao,16,Jearl MARGARITHA,FW,12.0,4.0,33.3%,12.0,4.0,33.3,5.0,5.0,100%,2.0,2.0,1,,5.0,5.0,100.0,,,,,,12.0,2.0,1.0,12.0,4.0,8.0,1.0,4.0,,,1 / 0,9.0,7.0,5.0,,,,,,,,,,3212.1,1083.1,1474.9,402.4,172.0,79.6,35.0,19.0,3212.1,1083.1,1474.9,402.4,172.0,79.6,35.0,19.0,30.7,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M010_curacao_18,10,Curaçao,18,Armando OBISPO,DF,6.0,3.0,50%,6.0,3.0,50.0,40.0,37.0,92%,1.0,15.0,13,87%,40.0,37.0,92.0,,,,,,6.0,1.0,5.0,6.0,3.0,3.0,,,,,4 / 0,5.0,5.0,6.0,5.0,1,2.0,2.0,3,38,4,8.0,3,8686.7,4271.7,3403.8,678.9,230.7,101.6,55.0,17.0,8686.7,4271.7,3403.8,678.9,230.7,101.6,55.0,17.0,33.2,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M010_curacao_19,10,Curaçao,19,Gervane KASTANEER,FW,4.0,0.0,0%,4.0,0.0,0.0,5.0,4.0,80%,2.0,2.0,100%,,5.0,4.0,80.0,,,,,,4.0,4.0,,4.0,4.0,,,,,,1,6.0,2.0,2.0,,,,,,,,,,1192.8,518.6,463.8,114.0,79.4,16.9,11.0,5.0,1192.8,518.6,463.8,114.0,79.4,16.9,11.0,5.0,26.8,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M010_curacao_21,10,Curaçao,21,Tahith CHONG,MF,36.0,16.0,44.4%,36.0,16.0,44.4,19.0,13.0,68%,6.0,2.0,33%,7,19.0,13.0,68.0,6,1,1.0,,,36.0,6.0,19.0,36.0,16.0,1.0,8.0,2.0,16.0,,1 / 0,1.0,3.0,33.0,1.0,1,2.0,4.0,30,16,1,1.0,,8768.7,4066.5,3060.4,954.4,511.9,175.6,82.0,31.0,8768.7,4066.5,3060.4,954.4,511.9,175.6,82.0,31.0,30.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M010_curacao_23,10,Curaçao,23,Riechedly BAZOER,DF,18.0,10.0,55.6%,18.0,10.0,55.6,36.0,31.0,86%,1.0,11.0,9,82%,36.0,31.0,86.0,,,,,,18.0,1.0,17.0,18.0,10.0,10.0,,,,,4 / 1,5.0,3.0,8.0,3.0,3,31.0,5.0,4,5,,,,8506.8,4265.0,3211.0,724.9,220.6,85.3,60.0,15.0,8506.8,4265.0,3211.0,724.9,220.6,85.3,60.0,15.0,27.8,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M010_curacao_24,10,Curaçao,24,Deveron FONVILLE,DF,3.0,2.0,66.7%,3.0,2.0,66.7,26.0,19.0,73%,10.0,7.0,70%,7,26.0,19.0,73.0,6,1,,,,3.0,1.0,2.0,3.0,2.0,2.0,,,,,2 / 0,4.0,2.0,5.0,17.0,2,3.0,32.0,13,4,6,,,9725.0,3891.7,3769.5,1092.3,623.4,348.2,86.0,57.0,9725.0,3891.7,3769.5,1092.3,623.4,348.2,86.0,57.0,32.1,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M010_germany_01,10,Germany,1,Manuel NEUER,GK,6.0,3.0,50%,6.0,3.0,50.0,24.0,20.0,83%,7.0,4.0,57%,,24.0,20.0,83.0,,,,,,6.0,6.0,3.0,6.0,3.0,,,,,,1,3.0,,,,,,,,,,,,5728.8,4319.3,1187.2,184.8,37.5,20.0,3.0,21.9,5728.8,4319.3,1187.2,184.8,37.5,20.0,3.0,,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M010_germany_02,10,Germany,2,Antonio RUEDIGER,DF,2.0,2.0,100%,2.0,2.0,100.0,17.0,14.0,82%,4.0,2.0,50%,,17.0,14.0,82.0,,,,,,2.0,2.0,2.0,2.0,2.0,,,,,,1 / 0,1.0,3.0,1.0,1.0,1,3.0,1.0,,,,,,2404.9,890.3,1086.7,227.0,166.8,34.1,21.0,10.0,2404.9,890.3,1086.7,227.0,166.8,34.1,21.0,10.0,31.8,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M010_germany_03,10,Germany,3,Waldemar ANTON,DF,2.0,2.0,100%,2.0,2.0,100.0,6.0,6.0,100%,1.0,3.0,3,100%,6.0,6.0,100.0,1,1,,,,2.0,2.0,2.0,2.0,2.0,,,,,,4 / 2,1.0,2.0,1.0,2.0,4,1.0,2.0,1,,,,,1459.2,444.9,672.2,222.1,87.8,32.1,19.0,8.0,1459.2,444.9,672.2,222.1,87.8,32.1,19.0,8.0,27.8,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M010_germany_04,10,Germany,4,Jonathan TAH,DF,10.0,7.0,70%,10.0,7.0,70.0,71.0,68.0,96%,12.0,11.0,92%,,71.0,68.0,96.0,,,,,,10.0,1.0,9.0,10.0,7.0,7.0,,,,,1 / 0,1.0,2.0,1.0,8.0,6,3.0,1.0,,,,,,7906.0,2889.1,3640.2,925.1,343.2,108.3,76.0,27.0,7906.0,2889.1,3640.2,925.1,343.2,108.3,76.0,27.0,30.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M010_germany_05,10,Germany,5,Aleksandar PAVLOVIC,MF,56.0,18.0,32.1%,56.0,18.0,32.1,72.0,68.0,94%,24.0,21.0,88%,1,72.0,68.0,94.0,1,3,,,,56.0,35.0,10.0,56.0,18.0,1.0,2.0,8.0,18.0,,4 / 2,1.0,8.0,16.0,1.0,1,4.0,32.0,10,3,1,,,12135.1,3344.8,5741.9,2073.6,827.5,147.4,180.0,59.0,12135.1,3344.8,5741.9,2073.6,827.5,147.4,180.0,59.0,29.8,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M010_germany_06,10,Germany,6,Joshua KIMMICH,DF,21.0,4.0,19%,21.0,4.0,19.0,79.0,69.0,87%,4.0,3.0,22,17,79.0,69.0,87.0,77%,,,,,21.0,7.0,2.0,21.0,4.0,4.0,8.0,4.0,,,1 / 0,2.0,1.0,3.0,13.0,1,7.0,22.0,6,3,,,,9636.7,3441.9,4285.7,1223.5,425.4,260.3,101.0,40.0,9636.7,3441.9,4285.7,1223.5,425.4,260.3,101.0,40.0,29.9,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M010_germany_07,10,Germany,7,Kai HAVERTZ,FW,65.0,20.0,30.8%,65.0,20.0,30.8,40.0,38.0,95%,2.0,1.0,4,2,40.0,38.0,95.0,50%,1,1.0,4.0,2,65.0,11.0,12.0,65.0,20.0,1.0,6.0,25.0,10.0,20.0,1 / 0,1.0,1.0,4.0,30.0,3,3.0,1.0,5,18,14,1.0,,11602.0,4070.9,4776.2,1803.9,715.1,235.9,150.0,55.0,11602.0,4070.9,4776.2,1803.9,715.1,235.9,150.0,55.0,32.9,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M010_germany_08,10,Germany,8,Leon GORETZKA,MF,9.0,5.0,55.6%,9.0,5.0,55.6,14.0,12.0,86%,5.0,5.0,100%,1,14.0,12.0,86.0,1,,,,,9.0,1.0,4.0,9.0,5.0,2.0,2.0,5.0,,,1,6.0,1.0,1.0,1.0,3,11.0,3.0,2,1,,,,2797.5,924.0,1083.2,485.4,217.4,87.5,40.0,15.0,2797.5,924.0,1083.2,485.4,217.4,87.5,40.0,15.0,29.6,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M010_germany_10,10,Germany,10,Jamal MUSIALA,MF,61.0,25.0,41%,61.0,25.0,41.0,24.0,14.0,58%,1.0,8.0,6,75%,24.0,14.0,58.0,7,6,1.0,3.0,1,61.0,17.0,32.0,61.0,25.0,1.0,8.0,3.0,25.0,,6 / 2,1.0,8.0,17.0,3.0,16,10.0,3.0,1,,,,,7874.6,2654.0,3510.7,1194.8,384.6,130.6,90.0,30.0,7874.6,2654.0,3510.7,1194.8,384.6,130.6,90.0,30.0,31.8,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M010_germany_15,10,Germany,15,Nico SCHLOTTERBECK,DF,22.0,7.0,31.8%,22.0,7.0,31.8,81.0,75.0,93%,2.0,22.0,22,100%,81.0,75.0,93.0,3,1,2.0,2.0,1,22.0,4.0,18.0,22.0,7.0,7.0,,,,,6 / 1,3.0,4.0,4.0,1.0,7,7.0,4.0,9,11,3,7.0,9,9931.9,3925.5,4488.1,1093.8,305.5,119.0,95.0,26.0,9931.9,3925.5,4488.1,1093.8,305.5,119.0,95.0,26.0,31.8,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
